Bateau,Acheteur,poidsmontant,poidsqte,poidprix
677504,86,1572,155,10.141935484
677504,157,145.3,65,2.2353846154
677504,317,1035,108,9.5833333333
677504,321,306.6,47.3,6.4820295983
677504,344,1932,176,10.977272727
677504,347,1406.4,166.5,8.4468468468
677504,367,522.9,54,9.6833333333
677504,382,1490,170,8.7647058824
677504,502,504,56,9
677504,508,460.8,57.6,8
677504,526,6634.05,819.9,8.0912916209
677504,528,33.6,48,0.7
677504,534,5606.2,588,9.5343537415
677504,539,264.16,63.1,4.1863708399
677504,543,2129.65,402,5.2976368159
677504,545,59,42,1.4047619048
677504,547,22,11,2
677504,548,361.9,78.2,4.6278772379
677504,551,126,28,4.5
677504,552,2452.45,296,8.2853040541
677504,558,4.5,9,0.5
677504,566,2689,324,8.299382716
677504,571,19.4,20.2,0.9603960396
677504,580,39.2,8.3,4.7228915663
677504,581,4,2,2
677504,597,5674,652,8.7024539877
678092,526,409,67.5,6.0592592593
678092,554,304.5,13.4,22.723880597
683461,2,2887.1,572,5.0473776224
683461,12,630.8,66,9.5575757576
683461,30,418.05,492,0.849695122
683461,32,445.5,258,1.726744186
683461,86,1500,300,5
683461,138,1825,350,5.2142857143
683461,163,1410,136,10.367647059
683461,207,48,200,0.24
683461,296,215.2,465,0.4627956989
683461,317,112.5,25,4.5
683461,344,215.6,213,1.0122065728
683461,368,1513,250,6.052
683461,382,63,9,7
683461,386,201.5,325,0.62
683461,508,364.5,81,4.5
683461,526,2541.75,1539,1.6515594542
683461,528,276.85,267,1.0368913858
683461,543,883.5,1162,0.7603270224
683461,551,1060.36,217,4.8864516129
683461,552,449.9,244,1.843852459
683461,555,1532.5,145,10.568965517
683461,558,389.7,277,1.4068592058
683461,586,40,45,0.8888888889
683461,592,384.65,340,1.1313235294
683461,597,5050.5,1212,4.1670792079
683461,604,125,25,5
697774,526,75,5,15
701741,7,540,54,10
701741,15,819,63,13
701741,30,1296,162,8
701741,86,5830.2,902.7,6.4586241276
701741,321,1470,120,12.25
701741,344,2259,221,10.221719457
701741,367,1686,173,9.7456647399
701741,392,1732.85,145.9,11.876970528
701741,508,480,60,8
701741,526,27837.6,3036.1,9.1688679556
701741,543,727.3,227,3.2039647577
701741,545,320,32,10
701741,552,4495,437,10.28604119
701741,558,5198.25,1372.4,3.7877076654
701741,597,480,48,10
707984,2,30,20,1.5
707984,12,443,134,3.3059701493
707984,15,235,150,1.5666666667
707984,30,500,250,2
707984,32,268.5,242,1.1095041322
707984,34,240,100,2.4
707984,77,362.4,200,1.812
707984,86,1898.05,991.5,1.9143217347
707984,163,240,125,1.92
707984,273,2410,1390,1.7338129496
707984,296,4247.24,2252,1.8859857904
707984,321,225.5,198,1.1388888889
707984,325,25,25,1
707984,344,389,150,2.5933333333
707984,367,363.5,241,1.5082987552
707984,368,125,125,1
707984,375,1592,676,2.3550295858
707984,382,1943.75,2475,0.7853535354
707984,386,1139.1,1000,1.1391
707984,392,101,100,1.01
707984,502,3010.25,1400,2.1501785714
707984,508,352,88,4
707984,518,87.5,50,1.75
707984,526,2011.7,1611,1.2487274984
707984,528,459.4,466,0.9858369099
707984,543,1494.3,5016,0.2979066986
707984,545,45.4,72,0.6305555556
707984,548,62.5,25,2.5
707984,549,212.5,75,2.8333333333
707984,552,711,725,0.9806896552
707984,558,987.5,694,1.4229106628
707984,566,16,8,2
707984,571,97.5,95,1.0263157895
707984,580,28.8,16,1.8
707984,592,170,170,1
707984,597,6834.55,4866.5,1.4044076852
707984,602,160,16,10
707984,604,78.5,58,1.3534482759
707984,610,563.7,447,1.2610738255
707984,612,316.4,168,1.8833333333
711604,30,1419.5,167,8.5
711604,86,5765.8,651,8.8568356375
711604,367,285,30,9.5
711604,526,4663.85,496,9.4029233871
711604,543,98,49,2
711604,552,4106,489,8.3967280164
711604,558,16.8,48,0.35
712160,12,1405,142,9.8943661972
712160,30,3670.8,371,9.8943396226
712160,32,1275,146,8.7328767123
712160,273,145.4,73,1.9917808219
712160,296,1750.36,350,5.0010285714
712160,321,143.9,51,2.8215686275
712160,325,5203,594.5,8.7518923465
712160,344,882,90,9.8
712160,347,933.75,100.5,9.2910447761
712160,367,260,26,10
712160,368,2085,214,9.7429906542
712160,375,162,54,3
712160,386,326.6,51,6.4039215686
712160,502,540,60,9
712160,526,7823.7,1071.1,7.3043600037
712160,528,9,30,0.3
712160,534,939,105,8.9428571429
712160,538,300,30,10
712160,542,9,5,1.8
712160,543,13866.75,1782.5,7.7793828892
712160,545,33,20,1.65
712160,549,157.5,15,10.5
712160,552,240,30,8
712160,558,131.5,43,3.0581395349
712160,566,552,69,8
712160,580,5.29,2.3,2.3
712160,583,8.76,7.3,1.2
712160,591,283.5,27,10.5
712160,592,360,30,12
712160,597,4238.4,508.5,8.3351032448
712160,599,1863,191,9.7539267016
712160,613,3.8,5,0.76
714400,2,348.5,41,8.5
714400,12,1704,198,8.6060606061
714400,32,1632,158,10.329113924
714400,77,35,7,5
714400,86,194,28,6.9285714286
714400,163,250,25,10
714400,273,24,8,3
714400,296,721.2,95.5,7.5518324607
714400,321,47.25,4.5,10.5
714400,325,2454,260,9.4384615385
714400,344,136,16,8.5
714400,347,2356,244,9.6557377049
714400,367,1005.6,102,9.8588235294
714400,368,810,90,9
714400,375,2024,192,10.541666667
714400,526,4285.35,462.3,9.2696301103
714400,534,632,79,8
714400,538,883,88,10.034090909
714400,542,57.2,16,3.575
714400,543,1664.2,200,8.321
714400,545,4.95,3,1.65
714400,549,490,45,10.888888889
714400,552,840,105,8
714400,558,180.2,12.8,14.078125
714400,566,1747,245,7.1306122449
714400,571,64.2,18,3.5666666667
714400,592,2925,251,11.653386454
714400,597,3502.9,393,8.9132315522
714400,599,208,16,13
714400,602,176,22,8
714400,610,122,20,6.1
714474,15,877.5,65,13.5
714474,30,712,89,8
714474,86,5776,742.7,7.7770297563
714474,273,910,91,10
714474,344,964,94,10.255319149
714474,367,520,56,9.2857142857
714474,392,2118.28,214.1,9.8938813638
714474,508,1087.5,85,12.794117647
714474,526,14646.35,1616.3,9.0616531584
714474,543,3060.85,616,4.9689123377
714474,552,4163,420,9.9119047619
714474,558,2874.97,429.1,6.7
714474,597,405,40,10.125
714496,12,510,60,8.5
714496,30,1063.5,93,11.435483871
714496,32,2786,313,8.9009584665
714496,77,286,22,13
714496,86,112.5,9,12.5
714496,273,160.2,61,2.6262295082
714496,296,1953.4,177.5,11.005070423
714496,321,1070,170,6.2941176471
714496,325,1626,158,10.291139241
714496,347,1173.5,127,9.2401574803
714496,367,1010,101,10
714496,368,621,62,10.016129032
714496,375,528,66,8
714496,386,202.4,44,4.6
714496,526,5939.9,619,9.5959612278
714496,534,1112,139,8
714496,538,1454.8,126,11.546031746
714496,543,1720.35,192,8.96015625
714496,549,410,41,10
714496,552,1977.2,212,9.3264150943
714496,558,454.35,83.3,5.4543817527
714496,566,1583.5,192,8.2473958333
714496,592,1344,135,9.9555555556
714496,597,2053.45,302,6.7995033113
714496,599,81,9,9
714691,12,3304.5,325,10.167692308
714691,32,5906.3,596,9.9098993289
714691,86,2011.6,186,10.815053763
714691,163,960,90,10.666666667
714691,273,285.9,116,2.4646551724
714691,296,931.39,1139.9,0.8170804457
714691,321,779,118,6.6016949153
714691,325,2365,290,8.1551724138
714691,344,1168,133,8.7819548872
714691,347,1136,142,8
714691,367,3105.5,316,9.8275316456
714691,368,1448,181,8
714691,375,1092,96,11.375
714691,382,300,30,10
714691,386,193.2,42,4.6
714691,391,26.4,22,1.2
714691,506,560,70,8
714691,508,156,15,10.4
714691,526,11196.1,1694.5,6.6073177929
714691,528,30,100,0.3
714691,534,3066,330,9.2909090909
714691,538,4900,476,10.294117647
714691,542,59,21,2.8095238095
714691,543,8814.4,962,9.1625779626
714691,545,19.8,11,1.8
714691,552,1455.5,211,6.8981042654
714691,554,324,27,12
714691,558,157.1,290,0.5417241379
714691,566,2704,362,7.4696132597
714691,571,60.8,19,3.2
714691,580,75.5,31,2.435483871
714691,591,1035,120,8.625
714691,592,6067.5,545,11.133027523
714691,597,7305.8,1040,7.0248076923
714691,602,330,30,11
714691,610,120.6,49,2.4612244898
714691,613,2.7,6,0.45
724757,15,1036,644,1.6086956522
724757,273,934.9,375,2.4930666667
724757,296,756.83,888,0.852286036
724757,321,600,50,12
724757,325,7.5,25,0.3
724757,368,575,50,11.5
724757,382,870.8,1288,0.6760869565
724757,386,208.2,347,0.6
724757,506,1299.5,113,11.5
724757,526,4244.4,582,7.2927835052
724757,534,84,84,1
724757,538,1500,125,12
724757,543,881.4,1286,0.6853810264
724757,554,257.4,11.1,23.189189189
724757,558,138.25,60,2.3041666667
724757,580,38.7,18,2.15
724757,586,50,20,2.5
724757,597,1213.6,1524,0.7963254593
724757,604,91,13,7
724757,610,8,4,2
730704,2,654.32,302.5,2.1630413223
730704,12,1081.72,324,3.3386419753
730704,15,169.03,165.5,1.0213293051
730704,30,1289.78,325,3.9685538462
730704,32,1889.55,1780,1.0615449438
730704,77,523.11,352.3,1.4848424638
730704,86,2978.65,896.5,3.3225320692
730704,163,3906.74,420,9.3017619048
730704,207,340,850,0.4
730704,273,165.25,125,1.322
730704,296,88.6,18,4.9222222222
730704,297,494.47,178.3,2.773247336
730704,321,135.2,52,2.6
730704,344,441.8,327.7,1.3481843149
730704,347,646.1,246,2.6264227642
730704,367,119.68,61.5,1.9460162602
730704,368,49.6,56,0.8857142857
730704,386,3320.57,2609,1.2727366807
730704,391,54.5,25,2.18
730704,392,322.03,60.5,5.3228099174
730704,502,1305.05,757,1.7239762219
730704,506,793.35,273,2.906043956
730704,508,400.8,83,4.8289156627
730704,518,177.81,121,1.4695041322
730704,526,6670.54,7112,0.9379274466
730704,528,2110.75,1864,1.1323766094
730704,534,932.87,384.5,2.426189857
730704,539,130.48,17.3,7.5421965318
730704,543,2515.79,6484,0.3879996915
730704,545,178.95,141,1.2691489362
730704,548,136.68,55.5,2.4627027027
730704,552,1678.9,955,1.7580104712
730704,555,662.82,193,3.4343005181
730704,557,145,145,1
730704,558,2075.59,1425,1.456554386
730704,563,161.5,175,0.9228571429
730704,566,565,50,11.3
730704,571,48,12,4
730704,580,92.5,16,5.78125
730704,583,104.5,26,4.0192307692
730704,586,306.7,172,1.7831395349
730704,592,1883.17,883.5,2.1314883984
730704,597,8831.57,2855.5,3.092827876
730704,602,166.63,96.5,1.7267357513
730706,2,1799.8,314,5.7318471338
730706,7,26.25,75,0.35
730706,12,249.1,267,0.9329588015
730706,32,308.7,350,0.882
730706,77,316.25,400,0.790625
730706,86,1695,507,3.3431952663
730706,138,339.5,46,7.3804347826
730706,163,390.9,33,11.845454545
730706,248,20,25,0.8
730706,296,569.75,575,0.9908695652
730706,297,133.75,125,1.07
730706,344,867.5,600,1.4458333333
730706,368,225,250,0.9
730706,382,45,25,1.8
730706,386,1105,1430,0.7727272727
730706,502,37.5,25,1.5
730706,518,35.5,50,0.71
730706,519,87.5,25,3.5
730706,526,877.05,889,0.9865579303
730706,528,244,275,0.8872727273
730706,543,454.35,709,0.640832158
730706,552,399.2,77,5.1844155844
730706,554,294,22,13.363636364
730706,555,61.6,22,2.8
730706,558,1552.8,829,1.8731001206
730706,592,662.5,770,0.8603896104
730706,597,5650.5,2110,2.6779620853
730706,609,186,12,15.5
730706,613,81.6,47,1.7361702128
730722,2,3169.01,1196.4,2.6487880308
730722,12,2798.3,520,5.3813461538
730722,30,1440,120,12
730722,32,1968.73,1693,1.1628647372
730722,86,3148.5,394,7.9911167513
730722,138,51,135,0.3777777778
730722,163,369.8,56,6.6035714286
730722,207,1117.5,2350,0.4755319149
730722,296,93,15,6.2
730722,317,114.3,7.5,15.24
730722,344,654.28,511,1.2803913894
730722,368,90,10,9
730722,382,395,705,0.5602836879
730722,386,776.5,595,1.3050420168
730722,502,1239.5,550,2.2536363636
730722,519,8,25,0.32
730722,526,5019.21,3202,1.5675234229
730722,528,1273.73,1149,1.1085552654
730722,538,30,25,1.2
730722,543,3568.6,7161,0.4983382209
730722,548,117.3,31.2,3.7596153846
730722,551,389.54,81,4.8091358025
730722,552,1091.89,448,2.4372544643
730722,555,282,55,5.1272727273
730722,558,769.97,603,1.2768988391
730722,568,568.96,190,2.9945263158
730722,592,1576,422.5,3.7301775148
730722,597,6333.76,1491.5,4.2465705665
730722,609,20,2,10
730808,2,1270,320,3.96875
730808,12,330.28,78,4.2343589744
730808,32,252,168,1.5
730808,86,1437.3,182,7.8972527473
730808,138,1403.6,214.3,6.5496966869
730808,157,40.32,56,0.72
730808,163,510,124,4.1129032258
730808,207,1022,2044,0.5
730808,296,2774.71,1087,2.5526310948
730808,297,22.4,28,0.8
730808,317,48,40,1.2
730808,321,700,140,5
730808,368,533.6,235,2.2706382979
730808,386,100.8,84,1.2
730808,392,640.23,172.9,3.702891845
730808,502,280,140,2
730808,508,1527.2,299,5.1076923077
730808,518,574.16,163,3.5224539877
730808,519,325,25,13
730808,526,2677.91,3258,0.8219490485
730808,528,89.7,114,0.7868421053
730808,543,189.75,529,0.3586956522
730808,545,273.6,53,5.1622641509
730808,548,328.68,75,4.3824
730808,551,814.5,76,10.717105263
730808,552,720.4,411,1.7527980535
730808,554,224,16,14
730808,555,618.66,177,3.4952542373
730808,558,3777.5,2053,1.8399902582
730808,578,1168.36,843,1.3859549229
730808,586,38.36,84,0.4566666667
730808,592,1030,89,11.573033708
730808,597,3980.36,2413.5,1.6492065465
730808,602,415,86,4.8255813953
730808,609,1340.2,87,15.404597701
730808,613,275.44,228,1.2080701754
734504,30,463.25,54.5,8.5
734504,86,690,69,10
734504,163,1198.5,129,9.2906976744
734504,367,879,101,8.702970297
734504,392,2773.25,257.5,10.769902913
734504,526,16840.55,1833.5,9.1849195528
734504,543,12525.6,1437,8.7164926931
734504,552,5184,525,9.8742857143
734504,558,1028.2,176,5.8420454545
734504,597,2359,249,9.4738955823
734505,2,248,75,3.3066666667
734505,12,1823.45,543,3.3581031308
734505,15,157.81,198,0.797020202
734505,30,940.6,524,1.7950381679
734505,32,969.85,1208,0.8028559603
734505,77,316.5,81,3.9074074074
734505,86,4084.1,559,7.3060822898
734505,138,281,42,6.6904761905
734505,163,1938,378,5.126984127
734505,207,326,1250,0.2608
734505,296,35.5,33,1.0757575758
734505,297,86.96,34,2.5576470588
734505,317,50.4,14,3.6
734505,321,46,16,2.875
734505,344,1856,475,3.9073684211
734505,347,91,100,0.91
734505,367,227.5,107,2.1261682243
734505,368,1724.65,1197,1.4408103592
734505,386,3692.81,3098,1.1919980633
734505,391,19.8,12,1.65
734505,392,193.5,50,3.87
734505,502,3014.85,1297,2.3244795682
734505,506,1253.25,545,2.2995412844
734505,508,881,200,4.405
734505,516,75,75,1
734505,526,2869.2,2235,1.2837583893
734505,528,753,525,1.4342857143
734505,534,65,25,2.6
734505,543,3276.2,8783,0.3730160537
734505,548,40,5,8
734505,551,330.96,89,3.7186516854
734505,552,4732.35,3139,1.5075979611
734505,555,946.58,351,2.6968091168
734505,557,192.5,275,0.7
734505,558,508.64,441,1.1533786848
734505,578,55,5,11
734505,592,4255.15,4519,0.9416131888
734505,597,7820.15,1632,4.7917585784
734505,609,1496.39,422,3.5459478673
734532,2,114.2,11.9,9.5966386555
734532,12,7000.5,723,9.6825726141
734532,30,6677.5,755,8.8443708609
734532,32,4502.3,587,7.6700170358
734532,77,31.5,7,4.5
734532,86,84.4,58,1.4551724138
734532,163,1176,120,9.8
734532,273,25.2,14,1.8
734532,296,1939.74,429.5,4.5162747381
734532,321,544,51,10.666666667
734532,325,2305.6,283.6,8.1297602257
734532,344,2359,266,8.8684210526
734532,347,1200,150,8
734532,367,3298.1,319.4,10.325923607
734532,368,2057.5,228,9.024122807
734532,375,1471.8,181.8,8.095709571
734532,506,1251,139,9
734532,526,13222.75,2265.2,5.8373432809
734532,528,3.9,13,0.3
734532,534,2785,307,9.0716612378
734532,538,593.76,66.6,8.9153153153
734532,542,81.6,34,2.4
734532,543,7871.2,970,8.1146391753
734532,545,60,48.5,1.2371134021
734532,548,19.8,24.8,0.7983870968
734532,549,300,30,10
734532,552,1003,146,6.8698630137
734532,554,55.5,3.7,15
734532,558,65.2,54.7,1.1919561243
734532,566,3468,426,8.1408450704
734532,571,154.4,56.8,2.7183098592
734532,580,65,13,5
734532,583,24,6,4
734532,586,62.5,21,2.9761904762
734532,592,2245,253,8.8735177866
734532,597,8110.65,1059,7.6587818697
734532,599,416,32,13
734532,602,59.5,7,8.5
734532,604,135.4,52,2.6038461538
734532,610,41.8,15,2.7866666667
734532,613,12.92,17,0.76
734551,15,32.2,14,2.3
734551,32,231.6,112,2.0678571429
734551,86,459.6,144,3.1916666667
734551,273,553.9,221,2.5063348416
734551,296,67.5,50,1.35
734551,321,485,159,3.0503144654
734551,325,3.6,12,0.3
734551,367,180,72,2.5
734551,375,87.5,25,3.5
734551,382,69.7,76,0.9171052632
734551,386,112.5,75,1.5
734551,502,650.85,301,2.1622923588
734551,526,747.7,626,1.1944089457
734551,534,142,66,2.1515151515
734551,542,13,14,0.9285714286
734551,543,350.5,358,0.9790502793
734551,545,41.25,25,1.65
734551,548,18.75,25,0.75
734551,552,100,50,2
734551,554,62.5,25,2.5
734551,558,298.7,161,1.8552795031
734551,580,15.2,38,0.4
734551,583,56,7,8
734551,597,207.25,32.5,6.3769230769
734551,602,55,22,2.5
734551,604,115.6,45.5,2.5406593407
734551,610,49.2,38,1.2947368421
734557,2,1572.99,477.5,3.2942198953
734557,77,2081.4,660,3.1536363636
734557,86,1093.65,266.3,4.1068343973
734557,138,1744.75,384.6,4.5365314613
734557,163,687.3,210,3.2728571429
734557,207,8462.3,3178,2.6627753304
734557,297,3808.41,1195.3,3.1861541036
734557,317,282.6,90,3.14
734557,325,9329.4,3472,2.6870391705
734557,347,87,30,2.9
734557,386,45,22.5,2
734557,391,87,30,2.9
734557,508,22.5,5,4.5
734557,519,648,180,3.6
734557,526,870,300,2.9
734557,528,6,10,0.6
734557,538,471,150,3.14
734557,539,48,24,2
734557,543,195.85,124,1.5794354839
734557,545,282.6,90,3.14
734557,555,588,210,2.8
734557,558,2819.2,929,3.0346609257
734557,580,567,180,3.15
734557,583,42.5,5,8.5
734557,597,437,44,9.9318181818
734557,604,932.4,300,3.108
734557,613,588,210,2.8
734637,30,1360,170,8
734637,86,2126.9,256,8.308203125
734637,367,2517.6,267,9.4292134831
734637,392,908.6,125.4,7.2456140351
734637,526,37229,4034.4,9.2278901448
734637,543,5273.55,617,8.547082658
734637,552,10082,1174,8.5877342419
734637,558,4790.55,1299.3,3.687023782
734637,597,646.5,62,10.427419355
734689,15,822.6,492,1.6719512195
734689,32,809.2,1036,0.7810810811
734689,34,151.2,84,1.8
734689,77,138.9,96,1.446875
734689,86,879.82,545,1.6143486239
734689,273,947.35,611,1.5504909984
734689,296,3158.2,1817,1.7381397909
734689,297,67.2,56,1.2
734689,317,55.65,53,1.05
734689,321,1934.3,542,3.5688191882
734689,325,322.7,829,0.3892641737
734689,344,387.6,323,1.2
734689,367,617.4,102,6.0529411765
734689,368,90,75,1.2
734689,375,3050.7,780,3.9111538462
734689,382,1614.65,1932,0.8357401656
734689,386,4863.58,3677,1.3227032907
734689,391,123.2,57,2.1614035088
734689,502,2173.45,1481,1.4675557056
734689,506,148.96,112,1.33
734689,508,744.4,164,4.5390243902
734689,526,3840.2,2628,1.4612633181
734689,534,107.2,92,1.1652173913
734689,543,1009.17,2869,0.3517497386
734689,545,703.24,226,3.1116814159
734689,548,166.6,32.5,5.1261538462
734689,549,40.8,21,1.9428571429
734689,551,12,6,2
734689,552,191,131,1.4580152672
734689,554,520.1,64.2,8.1012461059
734689,557,74.48,56,1.33
734689,558,2031.4,1703,1.1928361715
734689,571,123,14,8.7857142857
734689,580,245.5,72,3.4097222222
734689,583,39.9,21,1.9
734689,597,14176.77,2803,5.0577131645
734689,602,226.8,90,2.52
734689,610,301.5,72.5,4.1586206897
734689,612,201.3,191,1.0539267016
734691,2,462.1,138,3.3485507246
734691,12,539,285,1.8912280702
734691,30,223.2,372,0.6
734691,32,2532.42,1902,1.3314511041
734691,86,1376.6,216,6.3731481481
734691,138,424.5,72,5.8958333333
734691,163,787.35,201.5,3.9074441687
734691,207,755.5,1511,0.5
734691,296,1331.6,1050,1.2681904762
734691,297,65.53,74.5,0.8795973154
734691,321,1279.5,171,7.4824561404
734691,344,1488.3,1500,0.9922
734691,347,355.6,183,1.9431693989
734691,367,128.75,25,5.15
734691,368,2226.56,509,4.3743811395
734691,382,1798.5,3013,0.5969133754
734691,386,2381.1,1447,1.6455425017
734691,392,52.8,44,1.2
734691,502,1596,798,2
734691,506,85,50,1.7
734691,508,67.5,25,2.7
734691,526,5425.29,4072.5,1.3321767956
734691,528,197.46,241,0.8193360996
734691,534,1676.69,1300,1.2897615385
734691,543,2528.2,7230,0.3496818811
734691,545,685.5,229,2.9934497817
734691,547,133.7,35,3.82
734691,551,171,19,9
734691,552,890.22,869,1.0244188723
734691,555,622.5,150,4.15
734691,558,969.85,618,1.5693365696
734691,563,195,175,1.1142857143
734691,583,36,12,3
734691,592,1402.15,1707,0.8214118336
734691,597,6820.88,2348,2.9049744463
734736,86,120,40,3
734736,321,87.5,25,3.5
734736,367,367.5,35,10.5
734736,375,334,118,2.8305084746
734736,526,5727.7,634,9.0342271293
734736,552,86.4,48,1.8
734736,558,101.8,13.4,7.5970149254
734736,597,272,40,6.8
734736,610,28,4,7
734863,2,603,67,9
734863,32,1412,153,9.2287581699
734863,321,20,2,10
734863,344,1797.4,183,9.8218579235
734863,347,1639.3,247,6.6368421053
734863,367,360,36,10
734863,382,238,28,8.5
734863,502,100,10,10
734863,526,5190,670,7.7462686567
734863,534,1718.8,206,8.3436893204
734863,539,34.2,5.7,6
734863,543,1076.4,139,7.7438848921
734863,552,2624,269,9.7546468401
734863,597,8506.5,991,8.5837537841
734958,12,657.5,67,9.8134328358
734958,30,2158.5,237,9.1075949367
734958,32,1390,151,9.2052980132
734958,86,1439.5,157,9.1687898089
734958,273,100.4,43,2.3348837209
734958,296,2105.45,233.9,9.001496366
734958,321,75.6,20.7,3.652173913
734958,325,1868.5,204,9.1593137255
734958,344,1896.5,204,9.2965686275
734958,347,3708,359,10.328690808
734958,367,489.5,50,9.79
734958,368,2697,235.5,11.452229299
734958,375,56.5,19.5,2.8974358974
734958,506,18,10,1.8
734958,526,7295.5,857.4,8.5088640075
734958,538,428,36,11.888888889
734958,542,77,7,11
734958,543,2214.3,293,7.557337884
734958,545,196.75,76,2.5888157895
734958,552,780,60,13
734958,554,134.35,14.1,9.5283687943
734958,558,1222.75,138.5,8.8285198556
734958,566,1104,189,5.8412698413
734958,571,42.8,6.8,6.2941176471
734958,586,24,4,6
734958,591,1510,139,10.863309353
734958,592,1255,140,8.9642857143
734958,597,3224.8,376.9,8.5561156806
734958,602,20.1,4.9,4.1020408163
734958,604,120.7,25.6,4.71484375
734958,610,264.85,35.5,7.4605633803
734958,613,21.6,12,1.8
734967,2,1317.6,221.9,5.9378098242
734967,12,1189.45,197,6.0378172589
734967,15,137.5,125,1.1
734967,30,1415.2,350,4.0434285714
734967,32,2460.75,596,4.1287751678
734967,77,140.78,54.9,2.564298725
734967,86,4565.62,484.6,9.4214197276
734967,138,150,50,3
734967,163,698.9,63,11.093650794
734967,207,240.5,520,0.4625
734967,297,226.05,75,3.014
734967,317,132.9,63,2.1095238095
734967,344,38.75,7.6,5.0986842105
734967,347,12.8,5,2.56
734967,367,100,20,5
734967,368,121,41,2.9512195122
734967,382,52.08,31,1.68
734967,386,1277.82,514.6,2.4831325301
734967,502,310,265,1.1698113208
734967,506,96,300,0.32
734967,508,113.65,25.5,4.4568627451
734967,526,3737.45,2218.5,1.6846743295
734967,528,1254.1,988,1.2693319838
734967,534,2223.15,328,6.7778963415
734967,539,199.65,50,3.993
734967,543,1989.77,3339,0.5959179395
734967,548,426.2,93.2,4.5729613734
734967,551,126,64.5,1.9534883721
734967,552,777.87,659,1.1803793627
734967,555,453.65,152,2.9845394737
734967,558,661.18,547,1.208738574
734967,580,49.25,32,1.5390625
734967,586,45,25,1.8
734967,592,1426.23,173,8.2441040462
734967,597,9210.93,1641.5,5.6112884557
734967,602,32,16,2
735001,2,4656.2,1655.7,2.8122244368
735001,15,81.2,28,2.9
735001,86,2100,750,2.8
735001,157,648,180,3.6
735001,163,46,23,2
735001,207,8032.7,3022,2.6580741231
735001,296,736.65,225,3.274
735001,297,1740,600,2.9
735001,325,2924.1,1083,2.7
735001,347,435,150,2.9
735001,367,1183.8,383,3.0908616188
735001,518,783,270,2.9
735001,526,1237.47,401.4,3.0828849028
735001,538,8097,2556,3.1678403756
735001,543,191.15,119,1.606302521
735001,548,6823.1,1569.7,4.3467541568
735001,571,348,120,2.9
735001,580,108,30,3.6
735001,583,216,60,3.6
735001,586,174,60,2.9
735001,592,63.18,3.9,16.2
735001,597,2100,750,2.8
735001,609,76.95,27,2.85
735001,610,174,60,2.9
735020,2,81,45,1.8
735020,32,3307.1,1810,1.8271270718
735020,86,341.04,87,3.92
735020,273,232.2,129,1.8
735020,296,351.4,170,2.0670588235
735020,321,84,30,2.8
735020,382,112,56,2
735020,526,282,94,3
735020,543,2981.9,1876,1.5894989339
735020,551,135,45,3
735020,552,1613.9,785,2.0559235669
735021,12,1938,231,8.3896103896
735021,30,360,30,12
735021,32,7516.53,855.6,8.7850981767
735021,86,5587.7,628,8.897611465
735021,163,2111,167,12.640718563
735021,273,59.2,29,2.0413793103
735021,296,2011.57,742,2.7110107817
735021,321,18,6,3
735021,325,1991,256,7.77734375
735021,344,1504,188,8
735021,347,741,111,6.6756756757
735021,367,868,80,10.85
735021,368,255,30,8.5
735021,375,3819,421,9.0712589074
735021,382,588,60,9.8
735021,386,96.6,21,4.6
735021,502,540,60,9
735021,506,720,90,8
735021,526,11129.9,1317,8.4509491268
735021,528,12,40,0.3
735021,534,480,60,8
735021,538,2258,230,9.8173913043
735021,543,3218.9,516,6.2381782946
735021,549,1863.3,178.5,10.438655462
735021,552,35.2,63,0.5587301587
735021,554,132,12,11
735021,558,567.3,181,3.1342541436
735021,566,1770,255,6.9411764706
735021,591,756,84,9
735021,592,3070,275,11.163636364
735021,597,14171.05,1610,8.8018944099
735021,604,13,13,1
735021,613,18,10,1.8
735032,2,319.2,102,3.1294117647
735032,7,163.4,95,1.72
735032,12,1189,170,6.9941176471
735032,15,245,175,1.4
735032,30,67.6,104,0.65
735032,32,1907.27,852,2.2385798122
735032,86,5488.63,927,5.9208522114
735032,138,79,64,1.234375
735032,163,4645.08,596,7.7937583893
735032,207,158.4,495,0.32
735032,273,375,250,1.5
735032,297,155,150,1.0333333333
735032,317,2005.86,828,2.4225362319
735032,321,1030,350,2.9428571429
735032,344,1574.15,830.5,1.8954244431
735032,367,386.5,225,1.7177777778
735032,368,3279.15,1210,2.7100413223
735032,382,198.78,290,0.6854482759
735032,386,2479.75,2019,1.2282070332
735032,392,435.6,161,2.7055900621
735032,502,4400.05,2090,2.1052870813
735032,506,476,40,11.9
735032,508,358.5,124,2.8911290323
735032,518,274.1,99,2.7686868687
735032,519,78,50,1.56
735032,526,5211.17,1629.8,3.1974291324
735032,528,882.34,878,1.0049430524
735032,534,1011.25,430,2.351744186
735032,543,662.83,690,0.9606231884
735032,545,101.5,75,1.3533333333
735032,548,86.1,7,12.3
735032,551,593,152,3.9013157895
735032,552,4599.4,4625,0.9944648649
735032,555,175,50,3.5
735032,558,166.1,239,0.6949790795
735032,581,135,30,4.5
735032,583,8.7,3,2.9
735032,586,65,50,1.3
735032,592,935.85,1158,0.8081606218
735032,597,8255.78,2259,3.6546170872
735032,604,8,25,0.32
735032,609,16,50,0.32
735032,613,168,42,4
735033,12,639.5,368,1.7377717391
735033,15,510.5,290,1.7603448276
