Bateau,Acheteur,poidsmontant,poidsqte,poidprix
598337,86,1800,195,9.2307692308
598337,157,504.75,144,3.5052083333
598337,317,432.5,50,8.65
598337,321,1400.9,189.4,7.3965153115
598337,344,1329,125,10.632
598337,347,4694.3,509.5,9.2135426889
598337,367,1102,107,10.299065421
598337,391,65.9,8.6,7.6627906977
598337,502,583.5,57,10.236842105
598337,508,6.4,0.8,8
598337,526,11247.2,1287,8.7390831391
598337,528,318.4,142,2.2422535211
598337,534,3584.2,341,10.51085044
598337,538,18,6,3
598337,539,453.2,79.3,5.7150063052
598337,543,3198.9,618,5.1762135922
598337,545,409.6,64.4,6.3602484472
598337,547,21,7,3
598337,548,1343.33,266.6,5.0387471868
598337,552,2704.1,306,8.8369281046
598337,566,4677.5,575,8.1347826087
598337,570,104,12.4,8.3870967742
598337,571,99.17,49,2.023877551
598337,581,100.3,21.5,4.6651162791
598337,597,17788.5,1946,9.1410585817
598337,604,53.3,6.7,7.9552238806
602526,2,1188,336,3.5357142857
602526,15,966,300,3.22
602526,32,258.02,122,2.1149180328
602526,77,1248,420,2.9714285714
602526,86,137.7,10.2,13.5
602526,157,2402.96,727,3.3053094911
602526,163,278.45,65.5,4.2511450382
602526,207,8950.5,3315,2.7
602526,297,102,19.5,5.2307692308
602526,321,87,30,2.9
602526,344,634.6,104,6.1019230769
602526,367,1476,510,2.8941176471
602526,386,261,90,2.9
602526,391,193.2,60,3.22
602526,392,289.8,90,3.22
602526,506,189.54,54,3.51
602526,518,21.6,12,1.8
602526,525,193.2,60,3.22
602526,526,275.4,91,3.0263736264
602526,534,50,20,2.5
602526,538,840,300,2.8
602526,543,426.05,333,1.2794294294
602526,548,102,30,3.4
602526,552,15.4,7,2.2
602526,555,113.6,38,2.9894736842
602526,558,171.84,62,2.7716129032
602526,568,193.2,60,3.22
602526,571,474,150,3.16
602526,583,380.4,120,3.17
602526,597,1654.06,523,3.1626386233
602526,602,386.4,120,3.22
602526,604,193.2,60,3.22
602526,610,187.2,60,3.12
623026,2,736.6,151,4.8781456954
623026,77,1006.7,199,5.0587939698
623026,86,3293,326,10.101226994
623026,163,366,30,12.2
623026,321,860.5,130.1,6.6141429669
623026,344,1810,205,8.8292682927
623026,347,8440.8,792,10.657575758
623026,375,1350,150,9
623026,502,1944,210,9.2571428571
623026,508,780,60,13
623026,526,11939.65,1307.5,9.1316634799
623026,534,1259,143,8.8041958042
623026,538,360,30,12
623026,539,99,19,5.2105263158
623026,543,3163.65,380,8.3253947368
623026,545,203,62,3.2741935484
623026,547,38.4,12,3.2
623026,548,272.8,55,4.96
623026,551,384,81,4.7407407407
623026,552,14738.15,1716.5,8.5861637052
623026,566,3751.5,459,8.1732026144
623026,570,55,11,5
623026,571,12.25,11.5,1.0652173913
623026,581,130,26,5
623026,597,7332.6,782,9.3767263427
623026,604,45,10,4.5
624153,12,110,11,10
624153,30,14765,1632,9.0471813725
624153,32,1380,138,10
624153,86,1650.75,188.5,8.7572944297
624153,296,901.5,97,9.293814433
624153,325,2070.5,238,8.6995798319
624153,344,200,20,10
624153,347,280,28,10
624153,367,500,44,11.363636364
624153,368,2511.5,253,9.9268774704
624153,502,230,23,10
624153,526,6987.2,934,7.4809421842
624153,534,1721.75,166.5,10.340840841
624153,543,8801.1,1085,8.1116129032
624153,545,69.2,40,1.73
624153,566,800,80,10
624153,591,885,90,9.8333333333
624153,597,1152,135,8.5333333333
626648,12,1331,162,8.2160493827
626648,32,3284.2,351,9.3566951567
626648,34,7.15,11,0.65
626648,77,119,31,3.8387096774
626648,86,756,63,12
626648,273,148,70,2.1142857143
626648,296,228.6,71,3.2197183099
626648,321,1364,277.8,4.9100071994
626648,325,169,53,3.1886792453
626648,344,585.1,89,6.5741573034
626648,347,893,107,8.3457943925
626648,367,940,95,9.8947368421
626648,368,360,45,8
626648,375,1008.6,127.6,7.9043887147
626648,386,6.6,11,0.6
626648,506,1105.8,121,9.1388429752
626648,526,5856.05,795.1,7.3651741919
626648,538,580,58,10
626648,542,43.1,30,1.4366666667
626648,543,1552.65,341.5,4.5465592972
626648,545,24.5,35,0.7
626648,549,215.6,22,9.8
626648,552,1456,182,8
626648,554,112.5,7.5,15
626648,558,9.6,16,0.6
626648,566,1782.5,247,7.2165991903
626648,571,61.2,27.5,2.2254545455
626648,580,35.1,12,2.925
626648,592,3025.6,302,10.018543046
626648,597,3867.1,482,8.0230290456
626648,602,45,15,3
626648,610,189.7,90.1,2.1054384018
627668,526,3528,360,9.8
644073,2,1217.75,321,3.7936137072
644073,12,2262,246,9.1951219512
644073,30,785.4,533,1.4735459662
644073,32,564,360,1.5666666667
644073,77,107.54,52,2.0680769231
644073,86,2542.3,413,6.1556900726
644073,138,976.9,191.2,5.1093096234
644073,163,5908.5,517.5,11.417391304
644073,296,427.5,381,1.1220472441
644073,297,371.83,120.5,3.0857261411
644073,317,211.74,64,3.3084375
644073,344,1851.77,544,3.4039889706
644073,347,3388.35,557.7,6.0755782679
644073,367,654.98,225.5,2.9045676275
644073,368,187.55,235,0.7980851064
644073,382,1.95,3,0.65
644073,386,2965.25,1640,1.8080792683
644073,392,8.2,18,0.4555555556
644073,502,430.2,170,2.5305882353
644073,506,217.5,75,2.9
644073,518,581.04,225,2.5824
644073,526,2036.9,3008,0.6771609043
644073,528,690.1,685,1.0074452555
644073,534,38.94,33,1.18
644073,543,970.4,2949,0.3290606985
644073,548,1080.97,323,3.3466563467
644073,551,338.65,80,4.233125
644073,552,875.55,343,2.5526239067
644073,555,167.9,101,1.6623762376
644073,558,732.12,300,2.4404
644073,586,65.4,11,5.9454545455
644073,592,2287.8,1602,1.4280898876
644073,597,7412.04,1676,4.4224582339
644073,604,18.5,25,0.74
644073,613,63,18,3.5
644141,2,409.06,276,1.4821014493
644141,12,409.96,222,1.8466666667
644141,15,430.25,173,2.4869942197
644141,30,961.5,400,2.40375
644141,32,3154.2,2529,1.2472123369
644141,77,76.28,144,0.5297222222
644141,86,2127.6,471,4.5171974522
644141,138,90,25,3.6
644141,163,2638.48,415,6.3577831325
644141,207,301.7,738,0.4088075881
644141,273,47.75,25,1.91
644141,296,266.3,339,0.7855457227
644141,321,303,32,9.46875
644141,344,632.85,247,2.562145749
644141,368,68.75,150,0.4583333333
644141,386,1578.8,873,1.8084765178
644141,391,41,16,2.5625
644141,502,1228.66,544,2.2585661765
644141,506,149.75,375,0.3993333333
644141,508,1591,386,4.121761658
644141,518,16.5,11,1.5
644141,519,90,25,3.6
644141,526,5404.71,4589,1.1777533232
644141,528,2837.03,2035,1.3941179361
644141,534,262.92,28,9.39
644141,539,135.5,27.5,4.9272727273
644141,543,4120.5,6744,0.6109875445
644141,545,19.25,5.5,3.5
644141,548,1827.85,500.5,3.652047952
644141,552,720.08,366,1.967431694
644141,555,876.5,275,3.1872727273
644141,558,429.68,401,1.071521197
644141,565,277.23,426.5,0.6500117233
644141,583,36.27,21,1.7271428571
644141,586,232.5,150,1.55
644141,592,4996.92,4029,1.2402382725
644141,597,8267.46,3086.2,2.678847774
644149,2,631.6,199,3.1738693467
644149,12,411,51,8.0588235294
644149,15,76.8,32,2.4
644149,30,1476.9,991,1.4903128153
644149,32,426.95,247,1.7285425101
644149,86,1540.54,187,8.2381818182
644149,138,79,32,2.46875
644149,163,4290.5,493,8.7028397566
644149,207,604.1,1307,0.4622035195
644149,296,408.96,487,0.8397535934
644149,297,10.4,8,1.3
644149,317,41.2,15,2.7466666667
644149,344,480,40,12
644149,368,228.75,25,9.15
644149,382,172,100,1.72
644149,386,296.9,185,1.6048648649
644149,392,102.5,25,4.1
644149,502,895.1,355,2.5214084507
644149,506,157.26,111,1.4167567568
644149,526,7532.52,6064,1.2421701847
644149,528,105.6,88,1.2
644149,534,90,75,1.2
644149,535,63.44,104,0.61
644149,543,1783.15,4304,0.4143006506
644149,548,660.8,124,5.3290322581
644149,552,172.08,142,1.2118309859
644149,555,205,50,4.1
644149,558,718.31,294,2.4432312925
644149,563,21.45,13,1.65
644149,565,89.13,100,0.8913
644149,583,37.7,12,3.1416666667
644149,586,38,19,2
644149,592,235,250,0.94
644149,597,10244.55,1758.5,5.8257321581
644149,613,19,19,1
644259,2,159.5,196,0.8137755102
644259,12,213.35,69,3.0920289855
644259,15,115,275,0.4181818182
644259,30,517.8,270,1.9177777778
644259,32,1977.65,1306,1.514280245
644259,77,83.62,44,1.9004545455
644259,86,1632.75,201,8.1231343284
644259,138,468,221,2.1176470588
644259,163,282,62.5,4.512
644259,207,365,650,0.5615384615
644259,248,87.5,125,0.7
644259,258,111.6,12,9.3
644259,297,38.5,10,3.85
644259,321,64.5,5,12.9
644259,344,606,606,1
644259,347,125,250,0.5
644259,368,970.25,366,2.6509562842
644259,382,300,125,2.4
644259,386,1478.35,1097,1.3476298997
644259,502,1016.1,470,2.1619148936
644259,506,130.9,320,0.4090625
644259,508,261,58,4.5
644259,526,6404.42,4883,1.3115748515
644259,528,739.5,747,0.9899598394
644259,534,500,250,2
644259,543,1257.85,3857,0.3261213378
644259,548,48,20,2.4
644259,552,1354,685,1.9766423358
644259,555,405.8,102,3.9784313725
644259,558,507.69,1105,0.4594479638
644259,583,2.56,8,0.32
644259,586,16.5,25,0.66
644259,592,1762.12,1392,1.2658908046
644259,597,5558.8,1033,5.3812197483
644260,2,93,18,5.1666666667
644260,12,896.15,90,9.9572222222
644260,15,65.8,7,9.4
644260,30,226.1,133,1.7
644260,32,1126.1,619,1.8192245557
644260,86,3009.4,357,8.4296918768
644260,138,719.95,149.7,4.8092852371
644260,163,4636.2,558,8.3086021505
644260,273,36.29,19,1.91
644260,296,367.25,174.6,2.1033791523
644260,297,386.2,105,3.6780952381
644260,317,291,118.5,2.4556962025
644260,344,692.72,269,2.5751672862
644260,368,346.55,131,2.6454198473
644260,382,29.9,13,2.3
644260,386,2300.2,599,3.840066778
644260,392,57,25,2.28
644260,502,2913.4,1227,2.374409128
644260,506,381.7,121,3.1545454545
644260,508,464,114,4.0701754386
644260,518,3873.32,1356.5,2.8553778105
644260,526,1936.35,953.8,2.0301425875
644260,528,1386.26,1175,1.1797957447
644260,534,23.2,23,1.0086956522
644260,538,242.85,70,3.4692857143
644260,543,1359.05,1697,0.800854449
644260,545,116.44,121,0.9623140496
644260,548,252,27,9.3333333333
644260,551,482.25,175,2.7557142857
644260,552,750.59,307,2.4449185668
644260,555,105.5,25,4.22
644260,558,749.9,405,1.8516049383
644260,586,38.9,26,1.4961538462
644260,592,3869.55,328.4,11.783038977
644260,597,6241.8,1058,5.8996219282
644260,609,475,35,13.571428571
644519,32,218,109,2
644519,77,189.9,130.6,1.454058193
644519,86,1544.7,695,2.2225899281
644519,157,14,28,0.5
644519,163,545,47,11.595744681
644519,273,1648.66,919,1.7939717084
644519,296,1407.49,1329,1.0590594432
644519,297,342,57,6
644519,317,551,181,3.044198895
644519,321,287.2,112,2.5642857143
644519,325,344.4,1148,0.3
644519,367,175.2,120,1.46
644519,375,1684,404,4.1683168317
644519,382,2712.5,3599,0.7536815782
644519,386,179.2,181,0.9900552486
644519,502,668.9,449,1.4897550111
644519,508,417.5,50,8.35
644519,526,4343.4,1931,2.2493008804
644519,534,100.8,168,0.6
644519,538,72,16,4.5
644519,542,140,28,5
644519,543,2886.13,11000,0.2623754545
644519,545,380.42,260,1.4631538462
644519,548,33,5.5,6
644519,552,95.9,137,0.7
644519,554,231.4,17.8,13
644519,558,1015.7,319,3.1840125392
644519,580,330.3,64,5.1609375
644519,583,205.4,53,3.8754716981
644519,592,405.18,149.8,2.7048064085
644519,597,4838.45,2855.4,1.6944911396
644519,602,228.6,47,4.8638297872
644519,610,12,10,1.2
644522,2,317.6,56,5.6714285714
644522,7,90.75,75,1.21
644522,12,675.45,75,9.006
644522,30,1589.35,133,11.95
644522,32,720.95,730,0.9876027397
644522,86,2478.95,466,5.3196351931
644522,138,2065.5,418.5,4.935483871
644522,163,3214.2,326,9.8595092025
644522,207,684,2850,0.24
644522,258,75,50,1.5
644522,273,426.31,249,1.7120883534
644522,296,152,32,4.75
644522,297,85,17,5
644522,317,91,26,3.5
644522,344,75.4,58,1.3
644522,347,1215.35,493,2.4652129817
644522,368,771.7,124,6.2233870968
644522,382,36.3,110,0.33
644522,386,1479,797.5,1.8545454545
644522,392,431.5,134,3.2201492537
644522,502,254,127,2
644522,508,330.6,83,3.9831325301
644522,518,379.75,57,6.6622807018
644522,519,332.25,87,3.8189655172
644522,526,2285.2,1822,1.2542261251
644522,528,1515.93,954,1.5890251572
644522,534,1113.65,500.5,2.2250749251
644522,543,325,688,0.4723837209
644522,545,18.75,25,0.75
644522,548,27.8,10,2.78
644522,549,80,100,0.8
644522,551,184.4,25,7.376
644522,552,53.5,75,0.7133333333
644522,555,2108,425,4.96
644522,558,514.45,246,2.0912601626
644522,581,98.8,32,3.0875
644522,592,1497.55,1835,0.8161035422
644522,597,8554.25,3463,2.4701848109
644527,2,452,288,1.5694444444
644527,12,3527.33,735,4.7990884354
644527,15,794,104,7.6346153846
644527,30,375,250,1.5
644527,32,622.85,428,1.4552570093
644527,77,33.25,50,0.665
644527,86,5228.81,1205,4.3392614108
644527,138,3693.85,753.3,4.9035576795
644527,163,9327.6,1233,7.5649635036
644527,207,388.8,1502,0.2588548602
644527,296,1152.1,422,2.7300947867
644527,297,112.62,68,1.6561764706
644527,321,612.5,68,9.0073529412
644527,344,925,510,1.8137254902
644527,347,415.8,66,6.3
644527,367,820,63,13.015873016
644527,368,3054.75,1058,2.8872873346
644527,382,1424.9,1979,0.7200101061
644527,386,2245.64,1952,1.1504303279
644527,392,427.75,100,4.2775
644527,502,927.5,525,1.7666666667
644527,508,486.3,103,4.7213592233
644527,519,708.6,138.8,5.1051873199
644527,526,5624.43,6212,0.9054137154
644527,528,953.4,483,1.9739130435
644527,534,1363.45,370,3.685
644527,538,108,125,0.864
644527,543,909.15,2648,0.3433345921
644527,545,222.35,98,2.268877551
644527,551,930.5,213,4.3685446009
644527,552,532,428,1.2429906542
644527,555,35,50,0.7
644527,558,290.46,458,0.6341921397
644527,563,915.04,1040,0.8798461538
644527,592,1527.95,2565,0.5956920078
644527,597,6244.5,2011,3.1051715564
644527,602,354.95,44,8.0670454545
644544,2,834.75,322,2.5923913043
644544,7,146.25,325,0.45
644544,12,2019.35,492,4.1043699187
644544,15,1155.9,221,5.2303167421
644544,32,939.4,807,1.1640644362
644544,77,10.92,12,0.91
644544,86,3983.49,1037,3.8413596914
644544,138,929.5,170,5.4676470588
644544,163,1016,80,12.7
644544,207,230,575,0.4
644544,296,2503.44,985,2.5415634518
644544,317,1421.5,318,4.4701257862
644544,321,625,125,5
644544,344,1322.1,403,3.2806451613
644544,368,857.5,245,3.5
644544,382,147.5,55,2.6818181818
644544,386,1468.71,492,2.9851829268
644544,502,541.4,271,1.9977859779
644544,506,1416.2,637,2.2232339089
644544,508,2246.05,567.4,3.958494889
644544,518,410.25,100,4.1025
644544,519,75,25,3
644544,525,76.8,24,3.2
644544,526,4176.56,1433,2.9145568737
644544,528,337.5,360,0.9375
644544,534,1036.9,320,3.2403125
644544,538,1050,84,12.5
644544,543,1586.16,2212,0.7170705244
644544,545,232.1,35.5,6.538028169
644544,551,449.04,84,5.3457142857
644544,552,136.5,325,0.42
644544,554,256.5,9.5,27
644544,555,58.4,87,0.6712643678
644544,557,438,150,2.92
644544,558,370.07,763,0.4850196592
644544,581,370,83,4.4578313253
644544,583,60,50,1.2
644544,592,2787.18,1770,1.5746779661
644544,597,4048.73,1550,2.612083871
644544,604,135,50,2.7
644629,7,270,30,9
644629,30,1836.75,199.5,9.2067669173
644629,86,910,91,10
644629,296,760,76,10
644629,347,798,76,10.5
644629,367,866,95,9.1157894737
644629,392,2483.55,278.9,8.9048045895
644629,526,21987.3,2365.5,9.2949904883
644629,543,2287.25,376.5,6.0750332005
644629,552,1836,229.5,8
644629,558,676.9,771.5,0.8773817239
644629,597,4145.8,464,8.9349137931
644629,599,2700,270,10
644630,12,90,9,10
644630,30,7163.8,775,9.2436129032
644630,32,3220,349,9.2263610315
644630,296,66.5,7,9.5
644630,325,941,109,8.6330275229
644630,344,1212.5,137,8.8503649635
644630,347,440,55,8
644630,367,536,49,10.93877551
644630,368,720,90,8
644630,526,4597,581,7.9122203098
644630,543,4249.9,598,7.1068561873
644630,552,840,105,8
644630,580,3,2,1.5
644630,591,189,18,10.5
644630,592,960,120,8
644630,597,171,19,9
644630,610,511,59,8.6610169492
644633,12,209,22,9.5
644633,30,1480,166,8.9156626506
644633,32,1902.5,275,6.9181818182
644633,77,69.85,12,5.8208333333
644633,86,53.5,17.5,3.0571428571
644633,273,63.6,26,2.4461538462
644633,296,707.42,239.5,2.953736952
644633,321,925.5,120.9,7.6550868486
644633,325,2261.5,218.5,10.350114416
644633,344,136.5,13,10.5
644633,347,2554.5,280,9.1232142857
644633,367,2102.5,222,9.4707207207
644633,368,1365,150,9.1
644633,375,12.1,1.9,6.3684210526
644633,382,290,29,10
644633,506,2016,252,8
644633,508,30,6,5
644633,526,4348.8,783.9,5.5476463835
644633,538,159.4,12.9,12.356589147
644633,542,8.5,1.9,4.4736842105
644633,543,3104.75,590,5.2622881356
644633,545,37.45,29,1.2913793103
644633,548,44.4,9.9,4.4848484848
644633,549,1280,134,9.552238806
644633,552,240,30,8
644633,554,149,13.2,11.287878788
644633,558,375.55,54.7,6.865630713
644633,566,2112,249,8.4819277108
644633,571,7.7,1.1,7
644633,580,31.3,11,2.8454545455
644633,591,240,30,8
644633,592,4351.2,446,9.7560538117
644633,597,1728.35,209,8.2696172249
644633,599,156,12,13
644633,602,71.6,51.7,1.3849129594
644633,610,93.2,22.7,4.1057268722
644633,613,41.1,33.5,1.2268656716
644743,2,123,20,6.15
644743,7,172.5,75,2.3
644743,12,420.11,327,1.2847400612
644743,15,615.96,253,2.4346245059
644743,30,3445.05,1816,1.8970539648
644743,32,2667.3,2087,1.2780546239
644743,77,486.34,300.5,1.6184359401
644743,86,178.5,30,5.95
644743,138,814.5,304,2.6792763158
644743,163,916.05,195,4.6976923077
644743,207,1772,4350,0.4073563218
644743,273,87.5,125,0.7
644743,296,80.52,132,0.61
644743,321,542.5,185,2.9324324324
644743,344,543.5,92,5.9076086957
644743,347,305.11,148,2.0615540541
644743,368,622.5,255,2.4411764706
644743,382,144,18,8
644743,386,1079.35,945,1.1421693122
644743,391,1720.44,537,3.2037988827
644743,392,147.84,32,4.62
644743,502,1945.5,864,2.2517361111
644743,506,196,20,9.8
644743,518,8.25,25,0.33
644743,519,244.5,86,2.8430232558
644743,526,2918.44,3090,0.9444789644
644743,528,2335.14,1471.5,1.586911315
644743,534,306.25,125,2.45
644743,538,40,10,4
644743,543,2485.6,7617,0.3263226992
644743,547,17.5,25,0.7
644743,548,403.6,138,2.9246376812
644743,551,478.5,95,5.0368421053
644743,552,1005.87,725,1.3874068966
644743,555,2562.86,476,5.3841596639
644743,558,520.64,932,0.5586266094
644743,571,32.75,25,1.31
644743,592,1822.5,557,3.2719928187
644743,597,6206.1,1645,3.7727051672
644744,2,75,10,7.5
644744,15,791.1,473.5,1.670749736
644744,32,286.5,191,1.5
644744,34,33.6,56,0.6
644744,77,203.2,49,4.1469387755
644744,86,238.3,64.5,3.6945736434
644744,273,117,50,2.34
644744,296,984.77,820.3,1.2004998171
644744,321,371.9,131,2.8389312977
644744,325,81.9,84.5,0.9692307692
644744,367,7.2,1.2,6
644744,375,22.5,5,4.5
644744,382,860.05,1451,0.5927291523
644744,386,113.4,146,0.7767123288
644744,392,168,140,1.2
644744,502,1176.7,669,1.7588938714
644744,508,227.92,56,4.07
644744,526,4628.3,729.8,6.3418744862
644744,528,231.06,263,0.8785551331
644744,534,82.8,36,2.3
644744,538,196,140,1.4
644744,542,28.86,20.5,1.407804878
644744,543,1449.1,4593,0.3155018506
644744,545,279.85,167,1.675748503
644744,548,52.5,15,3.5
644744,551,194.4,54,3.6
644744,552,168,84,2
644744,554,928,90.7,10.231532525
644744,558,533.1,795,0.6705660377
644744,566,20,10,2
644744,571,85,25,3.4
644744,583,132.9,72.5,1.8331034483
644744,597,10994.6,1592.5,6.9039874411
644744,602,187,25.5,7.3333333333
644744,604,170,21,8.0952380952
644744,610,83.75,11.6,7.2198275862
644760,30,315,30,10.5
644760,86,51,17,3
644760,163,1210,121,10
644760,273,21.6,12,1.8
644760,296,321,52,6.1730769231
644760,321,560.5,111,5.0495495495
644760,325,659,64,10.296875
644760,344,1024,128,8
644760,367,290,29,10
644760,368,1470,150,9.8
644760,375,66,22,3
644760,506,1558.2,159,9.8
644760,526,2167.5,237,9.1455696203
644760,534,261,29,9
644760,538,240,24,10
644760,543,1910.7,260,7.3488461538
644760,549,588,60,9.8
644760,552,1500,150,10
644760,592,270,27,10
644760,597,4661,503,9.2664015905
644766,2,180,18,10
644766,12,75.75,7.5,10.1
644766,32,810.8,110,7.3709090909
644766,77,540,54,10
644766,86,1056,330,3.2
644766,138,390.2,92.7,4.2092772384
644766,157,311.55,93,3.35
644766,163,4616.35,464,9.9490301724
644766,296,347.2,136,2.5529411765
644766,325,212.1,21,10.1
644766,344,583.05,69,8.45
644766,368,179.7,45,3.9933333333
644766,382,767.5,81,9.475308642
644766,506,64.6,19,3.4
644766,519,300,25,12
644766,526,432.5,52,8.3173076923
644766,528,1759.85,194,9.0713917526
644766,534,855,95,9
644766,543,3122.4,376,8.3042553191
644766,552,27,10,2.7
644766,558,454.5,84,5.4107142857
644766,583,804,240,3.35
644766,586,507,60,8.45
644766,592,42.3,6,7.05
644766,597,6306.5,716,8.8079608939
644786,12,701,68,10.308823529
644786,30,1016,127,8
644786,32,758,82,9.243902439
644786,163,1740,181,9.6132596685
644786,325,507,55,9.2181818182
644786,347,1137,110,10.336363636
644786,367,523,52,10.057692308
644786,368,531,48,11.0625
644786,375,911.4,93,9.8
644786,386,59.8,13,4.6
644786,502,235.2,24,9.8
644786,506,672,80,8.4
644786,526,3463.5,407,8.5098280098
644786,543,2274.85,270,8.4253703704
644786,549,178.5,17,10.5
644786,554,191.2,10.4,18.384615385
644786,558,51.6,20,2.58
644786,566,1649.5,269,6.1319702602
644786,591,84,7,12
644786,592,632.5,64,9.8828125
644786,597,3867.2,463,8.3524838013
644786,599,144,16,9
645006,12,555.5,61,9.106557377
645006,32,1064.8,744,1.4311827957
645006,77,7.8,13,0.6
645006,86,2549.4,535,4.7652336449
645006,163,667,58,11.5
645006,273,1143.9,718,1.5931754875
645006,296,827.24,1449,0.5709040718
645006,317,112.7,14,8.05
645006,321,162,39,4.1538461538
645006,325,985.95,337,2.9256676558
645006,344,1292,1090,1.1853211009
645006,347,64,16,4
645006,367,257.9,55,4.6890909091
645006,375,230,125,1.84
645006,382,286,448,0.6383928571
645006,386,556.25,563,0.9880106572
645006,502,956.1,467,2.0473233405
645006,506,25,50,0.5
645006,508,820,100,8.2
645006,526,1355.3,1230,1.1018699187
645006,534,587,257,2.2840466926
645006,538,1427.4,122,11.7
645006,542,46.8,26,1.8
645006,543,1476.25,2013,0.7333581719
645006,545,324.9,147,2.2102040816
645006,549,292.5,177,1.6525423729
645006,552,1106.8,1309,0.8455309396
645006,554,244,26,9.3846153846
645006,557,37.5,125,0.3
645006,558,1342.75,1050,1.2788095238
645006,580,155.2,49,3.1673469388
645006,597,3062.75,498,6.1501004016
645006,612,580,300,1.9333333333
651324,12,50.4,56,0.9
651324,15,1252.31,907,1.3807166483
651324,30,590,295,2
651324,32,1551.3,812.5,1.9092923077
651324,34,254.1,187,1.3588235294
651324,77,83.6,109,0.7669724771
651324,86,1631.65,534,3.0555243446
651324,163,170.8,196,0.8714285714
651324,273,1572.08,759,2.0712516469
651324,296,658.2,513,1.2830409357
651324,321,299.3,167,1.7922155689
651324,325,272.3,438,0.6216894977
651324,344,167.3,121,1.3826446281
651324,347,413.5,223,1.8542600897
651324,367,1602.6,398,4.0266331658
651324,368,210,280,0.75
651324,375,3252.7,1052,3.0919201521
651324,382,1870.49,3568,0.5242404709
651324,386,2840.5,2448,1.1603349673
651324,391,245,38.5,6.3636363636
651324,392,33.6,28,1.2
651324,502,1471.05,897,1.6399665552
651324,526,5586.05,3688.1,1.5146145712
651324,528,244,240,1.0166666667
651324,534,645.4,265,2.4354716981
651324,538,1004.5,139,7.226618705
651324,542,74.7,51,1.4647058824
651324,543,1968.79,4763,0.4133508293
651324,545,187.55,245,0.7655102041
651324,548,106.8,67,1.5940298507
651324,549,62.5,125,0.5
651324,551,50.4,56,0.9
651324,552,1360,760,1.7894736842
651324,554,1274.25,106,12.021226415
651324,555,25.2,28,0.9
651324,558,726.93,663,1.0964253394
651324,571,72.4,57,1.2701754386
651324,580,485.8,136,3.5720588235
651324,586,3.5,7,0.5
651324,592,646.8,1176,0.55
651324,597,5781.31,2840,2.0356725352
651324,602,60,8,7.5
651324,604,216.7,122,1.7762295082
651324,610,189.39,49.5,3.8260606061
651324,613,45,25,1.8
658867,2,950.1,178.5,5.3226890756
658867,15,189,18,10.5
658867,77,1338,420,3.1857142857
658867,86,1668.1,466.5,3.5757770632
658867,138,1008,270,3.7333333333
658867,157,180,60,3
658867,163,216.6,60,3.61
658867,207,13145.7,4921,2.6713472871
658867,296,1102.5,325,3.3923076923
658867,297,3825,1170,3.2692307692
658867,317,435,150,2.9
658867,325,4130,1475,2.8
658867,344,378,120,3.15
658867,347,218.4,60,3.64
658867,367,829.5,240,3.45625
658867,382,14.4,8,1.8
658867,386,527.8,182,2.9
658867,392,882.6,215.5,4.0955916473
658867,508,32.4,4,8.1
658867,518,877.5,270,3.25
658867,519,1416,384,3.6875
658867,525,424.8,118,3.6
658867,526,1249.98,331.1,3.7752340683
658867,538,540,180,3
658867,539,96.7,31.7,3.0504731861
658867,545,324,90,3.6
658867,547,2271,720,3.1541666667
658867,548,1665.65,464,3.589762931
658867,551,656.3,217,3.0244239631
658867,554,5396.35,1602.8,3.3668268031
658867,555,87,30,2.9
658867,568,235.4,31.5,7.473015873
658867,583,306,90,3.4
658867,586,80,8,10
658867,592,555,175,3.1714285714
658867,597,279,117,2.3846153846
658867,604,282,90,3.1333333333
658867,610,126,30,4.2
658867,613,259.2,81,3.2
659484,138,112.5,4.5,25
659484,207,1143,428,2.6705607477
659484,296,270,90,3
659484,325,650.5,237,2.7447257384
659484,367,900,300,3
659484,518,336,112,3
659484,526,18,2,9
659484,538,450,150,3
659484,545,270,90,3
659484,548,162.4,56,2.9
659484,551,180,60,3
659484,583,450,150,3
659484,592,98.5,35,2.8142857143
659484,597,1841,622,2.959807074
663223,2,625.6,95.9,6.5234619395
663223,7,11,17,0.6470588235
663223,77,127.5,74,1.722972973
663223,86,3646.4,365,9.9901369863
663223,157,190.95,70.5,2.7085106383
663223,317,327,56,5.8392857143
663223,321,1013.8,129.2,7.846749226
663223,344,240,30,8
663223,347,7627.5,715,10.667832168
663223,367,1507,156,9.6602564103
663223,382,2005,245,8.1836734694
663223,391,101.7,28.8,3.53125
663223,502,4122,426,9.676056338
663223,508,57.9,6.7,8.6417910448
663223,518,18,6,3
663223,526,15225.55,2157.9,7.0557254738
663223,528,131,221.5,0.5914221219
663223,534,1928,217,8.8847926267
663223,538,45,5,9
663223,539,342.8,42.4,8.0849056604
663223,543,5659.05,734,7.7098773842
663223,545,141.8,93,1.5247311828
663223,547,293,37,7.9189189189
663223,548,49.6,8.7,5.7011494253
663223,552,6419.25,891,7.2045454545
663223,558,23.1,43,0.5372093023
663223,566,688.5,81,8.5
663223,570,11.2,4,2.8
663223,571,114.5,81.2,1.4100985222
663223,580,27,2.7,10
663223,581,99.2,31,3.2
663223,597,4359.5,500,8.719
663223,604,4,2,2
663223,610,122.15,53.3,2.2917448405
677504,2,682,62,11
677504,7,12.6,7,1.8
677504,32,448,56,8
677504,77,336.3,91,3.6956043956
